Date,Daily_Spending,Savings_Investment_Value,Total_Portfolio_Value,Portfolio_Return_YTD,Investment_Goal,Risk_Tolerance
2016-04-29,48.75,0.0,1518.09,-0.0029,Wealth Accumulation,Medium
2016-04-30,53.85,0.0,1526.59,0.0056,Wealth Accumulation,Medium
2016-05-01,50.16,7.97,1528.45,-0.004,Wealth Accumulation,Medium
2016-05-02,51.91,0.0,1523.26,-0.0034,Wealth Accumulation,Medium
2016-05-03,59.83,0.0,1527.22,0.0026,Wealth Accumulation,Medium
2016-05-04,48.72,0.0,1530.27,0.002,Wealth Accumulation,Medium
2016-05-05,60.23,0.0,1544.5,0.0093,Wealth Accumulation,Medium
2016-05-06,59.11,9.62,1568.33,0.0092,Wealth Accumulation,Medium
2016-05-07,44.92,0.0,1578.84,0.0067,Wealth Accumulation,Medium
2016-05-08,42.4,0.0,1585.16,0.004,Wealth Accumulation,Medium
2016-05-09,43.03,0.0,1588.01,0.0018,Wealth Accumulation,Medium
2016-05-10,41.38,0.0,1588.49,0.0003,Wealth Accumulation,Medium
2016-05-11,42.91,0.0,1603.1,0.0092,Wealth Accumulation,Medium
2016-05-12,54.68,0.0,1609.51,0.004,Wealth Accumulation,Medium
2016-05-13,42.45,0.0,1615.47,0.0037,Wealth Accumulation,Medium
2016-05-14,47.41,0.0,1613.04,-0.0015,Wealth Accumulation,Medium
2016-05-15,57.93,0.0,1606.11,-0.0043,Wealth Accumulation,Medium
2016-05-16,41.5,0.0,1620.88,0.0092,Wealth Accumulation,Medium
2016-05-17,57.33,0.0,1620.4,-0.0003,Wealth Accumulation,Medium
2016-05-18,46.68,0.0,1622.99,0.0016,Wealth Accumulation,Medium
2016-05-19,43.4,7.87,1625.5,-0.0033,Wealth Accumulation,Medium
2016-05-20,54.98,8.9,1646.76,0.0076,Wealth Accumulation,Medium
2016-05-21,53.63,0.0,1639.18,-0.0046,Wealth Accumulation,Medium
2016-05-22,58.6,0.0,1651.48,0.0075,Wealth Accumulation,Medium
2016-05-23,55.75,0.0,1646.69,-0.0029,Wealth Accumulation,Medium
2016-05-24,57.12,0.0,1660.36,0.0083,Wealth Accumulation,Medium
2016-05-25,46.7,9.96,1680.11,0.0059,Wealth Accumulation,Medium
2016-05-26,44.61,0.0,1675.91,-0.0025,Wealth Accumulation,Medium
2016-05-27,56.08,0.0,1681.78,0.0035,Wealth Accumulation,Medium
2016-05-28,57.2,0.0,1681.27,-0.0003,Wealth Accumulation,Medium
2016-05-29,60.88,0.0,1677.41,-0.0023,Wealth Accumulation,Medium
2016-05-30,49.32,0.0,1690.66,0.0079,Wealth Accumulation,Medium
2016-05-31,48.52,7.63,1700.15,0.0011,Wealth Accumulation,Medium
2016-06-01,56.61,0.0,1701.85,0.001,Wealth Accumulation,Medium
2016-06-02,47.9,8.73,1706.32,-0.0025,Wealth Accumulation,Medium
2016-06-03,59.7,0.0,1707.52,0.0007,Wealth Accumulation,Medium
2016-06-04,58.25,0.0,1721.35,0.0081,Wealth Accumulation,Medium
2016-06-05,49.67,0.0,1722.04,0.0004,Wealth Accumulation,Medium
2016-06-06,56.11,0.0,1738.05,0.0093,Wealth Accumulation,Medium
2016-06-07,56.19,0.0,1754.04,0.0092,Wealth Accumulation,Medium
2016-06-08,43.16,0.0,1749.13,-0.0028,Wealth Accumulation,Medium
2016-06-09,59.15,9.78,1754.89,-0.0023,Wealth Accumulation,Medium
2016-06-10,51.21,0.0,1768.75,0.0079,Wealth Accumulation,Medium
2016-06-11,57.63,0.0,1770.34,0.0009,Wealth Accumulation,Medium
2016-06-12,47.51,0.0,1761.67,-0.0049,Wealth Accumulation,Medium
2016-06-13,59.02,0.0,1760.08,-0.0009,Wealth Accumulation,Medium
2016-06-14,48.9,6.72,1773.84,0.004,Wealth Accumulation,Medium
2016-06-15,41.33,9.39,1795.65,0.007,Wealth Accumulation,Medium
2016-06-16,59.23,0.0,1790.26,-0.003,Wealth Accumulation,Medium
2016-06-17,42.95,0.0,1784.35,-0.0033,Wealth Accumulation,Medium
2016-06-18,47.51,0.0,1800.06,0.0088,Wealth Accumulation,Medium
2016-06-19,60.13,0.0,1811.4,0.0063,Wealth Accumulation,Medium
2016-06-20,60.14,7.37,1825.65,0.0038,Wealth Accumulation,Medium
2016-06-21,52.6,0.0,1837.52,0.0065,Wealth Accumulation,Medium
2016-06-22,53.77,7.51,1847.6,0.0014,Wealth Accumulation,Medium
2016-06-23,50.11,0.0,1859.42,0.0064,Wealth Accumulation,Medium
2016-06-24,47.01,7.01,1867.55,0.0006,Wealth Accumulation,Medium
2016-06-25,47.72,0.0,1865.12,-0.0013,Wealth Accumulation,Medium
2016-06-26,54.6,9.93,1886.06,0.0059,Wealth Accumulation,Medium
2016-06-27,56.2,0.0,1888.51,0.0013,Wealth Accumulation,Medium
2016-06-28,56.98,0.0,1906.83,0.0097,Wealth Accumulation,Medium
2016-06-29,56.95,0.0,1907.21,0.0002,Wealth Accumulation,Medium
2016-06-30,42.98,0.0,1923.99,0.0088,Wealth Accumulation,Medium
2016-07-01,51.05,0.0,1941.31,0.009,Wealth Accumulation,Medium
2016-07-02,42.31,8.68,1947.27,-0.0014,Wealth Accumulation,Medium
2016-07-03,52.16,0.0,1960.9,0.007,Wealth Accumulation,Medium
2016-07-04,50.0,0.0,1963.84,0.0015,Wealth Accumulation,Medium
2016-07-05,58.93,8.1,1989.22,0.0088,Wealth Accumulation,Medium
2016-07-06,48.19,7.59,2000.39,0.0018,Wealth Accumulation,Medium
2016-07-07,43.52,0.0,2012.8,0.0062,Wealth Accumulation,Medium
2016-07-08,44.04,0.0,2016.82,0.002,Wealth Accumulation,Medium
2016-07-09,56.41,0.0,2013.6,-0.0016,Wealth Accumulation,Medium
2016-07-10,53.55,0.0,2009.57,-0.002,Wealth Accumulation,Medium
2016-07-11,43.21,8.75,2021.13,0.0014,Wealth Accumulation,Medium
2016-07-12,42.87,9.16,2043.03,0.0063,Wealth Accumulation,Medium
2016-07-13,55.21,0.0,2051.4,0.0041,Wealth Accumulation,Medium
2016-07-14,42.65,6.87,2069.14,0.0053,Wealth Accumulation,Medium
2016-07-15,57.64,0.0,2067.49,-0.0008,Wealth Accumulation,Medium
2016-07-16,55.33,0.0,2072.04,0.0022,Wealth Accumulation,Medium
2016-07-17,42.83,9.5,2072.63,-0.0043,Wealth Accumulation,Medium
2016-07-18,42.9,0.0,2087.76,0.0073,Wealth Accumulation,Medium
2016-07-19,60.94,9.11,2117.33,0.0098,Wealth Accumulation,Medium
2016-07-20,48.7,0.0,2119.66,0.0011,Wealth Accumulation,Medium
2016-07-21,48.63,8.26,2117.74,-0.0048,Wealth Accumulation,Medium
2016-07-22,57.48,0.0,2112.45,-0.0025,Wealth Accumulation,Medium
2016-07-23,60.17,0.0,2122.59,0.0048,Wealth Accumulation,Medium
2016-07-24,60.94,0.0,2131.5,0.0042,Wealth Accumulation,Medium
2016-07-25,56.29,0.0,2146.0,0.0068,Wealth Accumulation,Medium
2016-07-26,48.76,6.94,2150.36,-0.0012,Wealth Accumulation,Medium
2016-07-27,42.9,0.0,2164.34,0.0065,Wealth Accumulation,Medium
2016-07-28,56.78,0.0,2175.81,0.0053,Wealth Accumulation,Medium
2016-07-29,52.41,0.0,2175.37,-0.0002,Wealth Accumulation,Medium
2016-07-30,49.73,8.09,2190.43,0.0032,Wealth Accumulation,Medium
2016-07-31,59.37,0.0,2184.29,-0.0028,Wealth Accumulation,Medium
2016-08-01,43.47,7.25,2195.47,0.0018,Wealth Accumulation,Medium
2016-08-02,51.1,0.0,2213.48,0.0082,Wealth Accumulation,Medium
2016-08-03,41.48,8.88,2225.23,0.0013,Wealth Accumulation,Medium
2016-08-04,50.63,0.0,2242.15,0.0076,Wealth Accumulation,Medium
2016-08-05,42.38,6.83,2257.72,0.0039,Wealth Accumulation,Medium
2016-08-06,43.64,0.0,2252.98,-0.0021,Wealth Accumulation,Medium
2016-08-07,43.61,0.0,2261.32,0.0037,Wealth Accumulation,Medium
2016-08-08,54.25,8.55,2275.75,0.0026,Wealth Accumulation,Medium
2016-08-09,56.19,0.0,2278.02,0.001,Wealth Accumulation,Medium
2016-08-10,52.94,6.9,2277.63,-0.0032,Wealth Accumulation,Medium
2016-08-11,60.52,0.0,2280.59,0.0013,Wealth Accumulation,Medium
2016-08-12,48.77,0.0,2271.7,-0.0039,Wealth Accumulation,Medium
2016-08-13,46.99,0.0,2263.75,-0.0035,Wealth Accumulation,Medium
2016-08-14,58.65,0.0,2266.46,0.0012,Wealth Accumulation,Medium
2016-08-15,45.76,8.02,2273.58,-0.0004,Wealth Accumulation,Medium
2016-08-16,60.55,0.0,2293.81,0.0089,Wealth Accumulation,Medium
2016-08-17,41.53,9.05,2304.24,0.0006,Wealth Accumulation,Medium
2016-08-18,60.69,0.0,2318.99,0.0064,Wealth Accumulation,Medium
2016-08-19,42.16,0.0,2325.94,0.003,Wealth Accumulation,Medium
2016-08-20,59.12,0.0,2338.97,0.0056,Wealth Accumulation,Medium
2016-08-21,51.86,9.67,2346.06,-0.0011,Wealth Accumulation,Medium
2016-08-22,61.16,0.0,2367.41,0.0091,Wealth Accumulation,Medium
2016-08-23,42.78,0.0,2374.52,0.003,Wealth Accumulation,Medium
2016-08-24,52.39,8.93,2401.25,0.0075,Wealth Accumulation,Medium
2016-08-25,60.7,0.0,2402.46,0.0005,Wealth Accumulation,Medium
2016-08-26,51.78,0.0,2394.05,-0.0035,Wealth Accumulation,Medium
2016-08-27,53.91,0.0,2406.26,0.0051,Wealth Accumulation,Medium
2016-08-28,55.24,0.0,2394.47,-0.0049,Wealth Accumulation,Medium
2016-08-29,50.42,0.0,2399.49,0.0021,Wealth Accumulation,Medium
2016-08-30,53.88,8.87,2403.33,-0.0021,Wealth Accumulation,Medium
2016-08-31,53.02,0.0,2413.9,0.0044,Wealth Accumulation,Medium
2016-09-01,59.36,8.64,2445.95,0.0097,Wealth Accumulation,Medium
2016-09-02,42.24,0.0,2450.85,0.002,Wealth Accumulation,Medium
2016-09-03,46.96,0.0,2468.74,0.0073,Wealth Accumulation,Medium
2016-09-04,60.35,0.0,2475.16,0.0026,Wealth Accumulation,Medium
2016-09-05,59.15,0.0,2481.1,0.0024,Wealth Accumulation,Medium
2016-09-06,50.46,8.52,2511.95,0.009,Wealth Accumulation,Medium
2016-09-07,53.75,0.0,2532.8,0.0083,Wealth Accumulation,Medium
2016-09-08,46.9,0.0,2550.02,0.0068,Wealth Accumulation,Medium
2016-09-09,45.12,6.98,2555.47,-0.0006,Wealth Accumulation,Medium
2016-09-10,50.63,0.0,2563.65,0.0032,Wealth Accumulation,Medium
2016-09-11,48.43,0.0,2559.54,-0.0016,Wealth Accumulation,Medium
2016-09-12,53.04,0.0,2563.9,0.0017,Wealth Accumulation,Medium
2016-09-13,42.92,7.01,2576.8,0.0023,Wealth Accumulation,Medium
2016-09-14,60.86,0.0,2596.13,0.0075,Wealth Accumulation,Medium
2016-09-15,61.1,9.1,2627.04,0.0084,Wealth Accumulation,Medium
2016-09-16,55.34,9.27,2639.46,0.0012,Wealth Accumulation,Medium
2016-09-17,52.1,7.06,2634.11,-0.0047,Wealth Accumulation,Medium
2016-09-18,47.57,6.67,2661.59,0.0079,Wealth Accumulation,Medium
2016-09-19,57.66,9.04,2664.24,-0.0024,Wealth Accumulation,Medium
2016-09-20,55.08,0.0,2675.7,0.0043,Wealth Accumulation,Medium
2016-09-21,44.64,0.0,2663.39,-0.0046,Wealth Accumulation,Medium
2016-09-22,59.61,6.71,2672.77,0.001,Wealth Accumulation,Medium
2016-09-23,57.85,8.47,2707.43,0.0098,Wealth Accumulation,Medium
2016-09-24,60.39,0.0,2697.95,-0.0035,Wealth Accumulation,Medium
2016-09-25,55.91,0.0,2701.73,0.0014,Wealth Accumulation,Medium
2016-09-26,53.67,8.55,2709.2,-0.0004,Wealth Accumulation,Medium
2016-09-27,49.77,8.38,2740.88,0.0086,Wealth Accumulation,Medium
2016-09-28,60.06,6.95,2769.76,0.008,Wealth Accumulation,Medium
2016-09-29,58.73,8.5,2774.38,-0.0014,Wealth Accumulation,Medium
2016-09-30,42.32,7.93,2771.77,-0.0038,Wealth Accumulation,Medium
2016-10-01,41.94,0.0,2783.96,0.0044,Wealth Accumulation,Medium
2016-10-02,48.95,7.96,2791.92,0.0,Wealth Accumulation,Medium
2016-10-03,57.63,0.0,2806.16,0.0051,Wealth Accumulation,Medium
2016-10-04,61.17,6.98,2800.51,-0.0045,Wealth Accumulation,Medium
2016-10-05,44.44,0.0,2792.11,-0.003,Wealth Accumulation,Medium
2016-10-06,53.31,0.0,2806.91,0.0053,Wealth Accumulation,Medium
2016-10-07,49.05,0.0,2801.86,-0.0018,Wealth Accumulation,Medium
2016-10-08,60.83,0.0,2823.99,0.0079,Wealth Accumulation,Medium
2016-10-09,58.28,0.0,2812.41,-0.0041,Wealth Accumulation,Medium
2016-10-10,58.21,0.0,2807.35,-0.0018,Wealth Accumulation,Medium
2016-10-11,50.82,0.0,2835.42,0.01,Wealth Accumulation,Medium
2016-10-12,49.74,0.0,2839.68,0.0015,Wealth Accumulation,Medium
2016-10-13,46.92,0.0,2855.3,0.0055,Wealth Accumulation,Medium
2016-10-14,42.58,0.0,2848.73,-0.0023,Wealth Accumulation,Medium
2016-10-15,58.75,0.0,2860.41,0.0041,Wealth Accumulation,Medium
2016-10-16,57.72,0.0,2877.28,0.0059,Wealth Accumulation,Medium
2016-10-17,61.46,8.01,2884.43,-0.0003,Wealth Accumulation,Medium
2016-10-18,61.4,8.91,2914.69,0.0074,Wealth Accumulation,Medium
2016-10-19,52.58,0.0,2926.64,0.0041,Wealth Accumulation,Medium
2016-10-20,56.85,7.72,2936.7,0.0008,Wealth Accumulation,Medium
2016-10-21,60.37,0.0,2946.68,0.0034,Wealth Accumulation,Medium
2016-10-22,58.47,8.77,2966.36,0.0037,Wealth Accumulation,Medium
2016-10-23,46.43,0.0,2958.94,-0.0025,Wealth Accumulation,Medium
2016-10-24,50.49,0.0,2961.9,0.001,Wealth Accumulation,Medium
2016-10-25,44.07,0.0,2962.49,0.0002,Wealth Accumulation,Medium
2016-10-26,60.57,0.0,2965.45,0.001,Wealth Accumulation,Medium
2016-10-27,53.61,0.0,2984.43,0.0064,Wealth Accumulation,Medium
2016-10-28,46.06,0.0,2991.0,0.0022,Wealth Accumulation,Medium
2016-10-29,54.93,0.0,3018.22,0.0091,Wealth Accumulation,Medium
2016-10-30,53.86,9.1,3025.51,-0.0006,Wealth Accumulation,Medium
2016-10-31,48.66,0.0,3029.14,0.0012,Wealth Accumulation,Medium
2016-11-01,43.77,0.0,3049.73,0.0068,Wealth Accumulation,Medium
2016-11-02,54.94,0.0,3059.49,0.0032,Wealth Accumulation,Medium
2016-11-03,51.92,0.0,3069.28,0.0032,Wealth Accumulation,Medium
2016-11-04,56.96,0.0,3056.39,-0.0042,Wealth Accumulation,Medium
2016-11-05,51.92,8.72,3068.17,0.001,Wealth Accumulation,Medium
2016-11-06,58.56,9.5,3074.91,-0.0009,Wealth Accumulation,Medium
2016-11-07,52.56,0.0,3105.66,0.01,Wealth Accumulation,Medium
2016-11-08,52.74,0.0,3104.41,-0.0004,Wealth Accumulation,Medium
2016-11-09,59.06,0.0,3130.18,0.0083,Wealth Accumulation,Medium
2016-11-10,49.6,7.03,3153.17,0.0051,Wealth Accumulation,Medium
2016-11-11,44.21,0.0,3153.49,0.0001,Wealth Accumulation,Medium
2016-11-12,42.11,0.0,3163.58,0.0032,Wealth Accumulation,Medium
2016-11-13,56.64,0.0,3187.62,0.0076,Wealth Accumulation,Medium
2016-11-14,53.95,6.95,3221.03,0.0083,Wealth Accumulation,Medium
2016-11-15,55.62,6.86,3219.52,-0.0026,Wealth Accumulation,Medium
2016-11-16,45.8,7.02,3226.86,0.0001,Wealth Accumulation,Medium
2016-11-17,44.28,8.62,3235.48,0.0,Wealth Accumulation,Medium
2016-11-18,41.84,8.48,3229.72,-0.0044,Wealth Accumulation,Medium
2016-11-19,48.57,7.45,3250.09,0.004,Wealth Accumulation,Medium
2016-11-20,53.35,0.0,3275.44,0.0078,Wealth Accumulation,Medium
2016-11-21,49.4,0.0,3277.74,0.0007,Wealth Accumulation,Medium
2016-11-22,50.31,0.0,3297.73,0.0061,Wealth Accumulation,Medium
2016-11-23,59.65,8.33,3320.57,0.0044,Wealth Accumulation,Medium
2016-11-24,48.53,0.0,3322.56,0.0006,Wealth Accumulation,Medium
2016-11-25,51.85,0.0,3312.93,-0.0029,Wealth Accumulation,Medium
2016-11-26,57.25,7.69,3339.17,0.0056,Wealth Accumulation,Medium
2016-11-27,49.51,0.0,3365.21,0.0078,Wealth Accumulation,Medium
2016-11-28,54.02,9.66,3392.71,0.0053,Wealth Accumulation,Medium
2016-11-29,58.83,0.0,3376.76,-0.0047,Wealth Accumulation,Medium
2016-11-30,60.57,0.0,3370.69,-0.0018,Wealth Accumulation,Medium
2016-12-01,44.53,0.0,3357.2,-0.004,Wealth Accumulation,Medium
2016-12-02,60.12,0.0,3369.29,0.0036,Wealth Accumulation,Medium
2016-12-03,51.44,0.0,3390.52,0.0063,Wealth Accumulation,Medium
2016-12-04,46.76,0.0,3379.33,-0.0033,Wealth Accumulation,Medium
2016-12-05,50.78,0.0,3405.01,0.0076,Wealth Accumulation,Medium
2016-12-06,61.2,9.01,3425.26,0.0033,Wealth Accumulation,Medium
2016-12-07,51.46,8.52,3451.93,0.0053,Wealth Accumulation,Medium
2016-12-08,48.18,0.0,3485.07,0.0096,Wealth Accumulation,Medium
2016-12-09,54.28,0.0,3472.17,-0.0037,Wealth Accumulation,Medium
2016-12-10,46.42,0.0,3501.69,0.0085,Wealth Accumulation,Medium
2016-12-11,43.13,7.72,3498.55,-0.0031,Wealth Accumulation,Medium
2016-12-12,44.2,0.0,3501.7,0.0009,Wealth Accumulation,Medium
2016-12-13,44.18,9.22,3538.23,0.0078,Wealth Accumulation,Medium
2016-12-14,44.66,0.0,3568.66,0.0086,Wealth Accumulation,Medium
2016-12-15,44.4,0.0,3577.94,0.0026,Wealth Accumulation,Medium
2016-12-16,54.45,0.0,3591.9,0.0039,Wealth Accumulation,Medium
2016-12-17,45.27,7.99,3620.0,0.0056,Wealth Accumulation,Medium
2016-12-18,48.55,0.0,3647.15,0.0075,Wealth Accumulation,Medium
2016-12-19,59.57,0.0,3635.48,-0.0032,Wealth Accumulation,Medium
2016-12-20,51.12,0.0,3661.65,0.0072,Wealth Accumulation,Medium
2016-12-21,54.99,0.0,3669.71,0.0022,Wealth Accumulation,Medium
2016-12-22,45.09,0.0,3676.32,0.0018,Wealth Accumulation,Medium
2016-12-23,45.49,0.0,3681.46,0.0014,Wealth Accumulation,Medium
2016-12-24,42.47,0.0,3691.03,0.0026,Wealth Accumulation,Medium
2016-12-25,45.03,9.9,3734.89,0.0092,Wealth Accumulation,Medium
2016-12-26,47.23,0.0,3746.84,0.0032,Wealth Accumulation,Medium
2016-12-27,45.2,0.0,3781.69,0.0093,Wealth Accumulation,Medium
2016-12-28,43.44,7.8,3780.79,-0.0023,Wealth Accumulation,Medium
2016-12-29,44.08,8.35,3811.45,0.0059,Wealth Accumulation,Medium
2016-12-30,50.88,0.0,3838.89,0.0072,Wealth Accumulation,Medium
2016-12-31,45.8,8.86,3867.71,0.0052,Wealth Accumulation,Medium
2017-01-01,48.96,0.0,3883.57,0.0041,Wealth Accumulation,Medium
2017-01-02,51.75,8.17,3905.33,0.0035,Wealth Accumulation,Medium
2017-01-03,55.49,0.0,3936.19,0.0079,Wealth Accumulation,Medium
2017-01-04,42.47,0.0,3964.92,0.0073,Wealth Accumulation,Medium
2017-01-05,57.67,0.0,3952.23,-0.0032,Wealth Accumulation,Medium
2017-01-06,54.25,0.0,3982.66,0.0077,Wealth Accumulation,Medium
2017-01-07,43.33,0.0,3987.44,0.0012,Wealth Accumulation,Medium
2017-01-08,59.17,0.0,3982.66,-0.0012,Wealth Accumulation,Medium
2017-01-09,60.11,8.87,4023.39,0.008,Wealth Accumulation,Medium
2017-01-10,42.92,8.14,4037.56,0.0015,Wealth Accumulation,Medium
2017-01-11,47.24,8.83,4075.06,0.0071,Wealth Accumulation,Medium
2017-01-12,57.83,0.0,4070.99,-0.001,Wealth Accumulation,Medium
2017-01-13,56.67,9.38,4060.42,-0.0049,Wealth Accumulation,Medium
2017-01-14,45.4,9.8,4079.96,0.0024,Wealth Accumulation,Medium
2017-01-15,45.9,0.0,4065.68,-0.0035,Wealth Accumulation,Medium
2017-01-16,49.13,0.0,4091.3,0.0063,Wealth Accumulation,Medium
2017-01-17,51.41,0.0,4087.61,-0.0009,Wealth Accumulation,Medium
2017-01-18,54.09,8.26,4102.82,0.0017,Wealth Accumulation,Medium
2017-01-19,49.1,8.67,4096.31,-0.0037,Wealth Accumulation,Medium
2017-01-20,50.98,0.0,4093.45,-0.0007,Wealth Accumulation,Medium
2017-01-21,56.68,8.0,4128.87,0.0067,Wealth Accumulation,Medium
2017-01-22,42.47,0.0,4117.72,-0.0027,Wealth Accumulation,Medium
2017-01-23,46.78,0.0,4137.08,0.0047,Wealth Accumulation,Medium
2017-01-24,56.01,0.0,4173.48,0.0088,Wealth Accumulation,Medium
2017-01-25,59.65,7.21,4202.4,0.0052,Wealth Accumulation,Medium
2017-01-26,51.98,0.0,4232.65,0.0072,Wealth Accumulation,Medium
2017-01-27,52.39,0.0,4218.26,-0.0034,Wealth Accumulation,Medium
2017-01-28,43.89,0.0,4213.2,-0.0012,Wealth Accumulation,Medium
2017-01-29,50.7,0.0,4248.59,0.0084,Wealth Accumulation,Medium
2017-01-30,52.41,8.65,4281.46,0.0057,Wealth Accumulation,Medium
2017-01-31,46.61,9.57,4310.72,0.0046,Wealth Accumulation,Medium
2017-02-01,47.15,0.0,4332.28,0.005,Wealth Accumulation,Medium
2017-02-02,49.31,0.0,4337.48,0.0012,Wealth Accumulation,Medium
2017-02-03,42.17,0.0,4318.82,-0.0043,Wealth Accumulation,Medium
2017-02-04,48.21,0.0,4348.19,0.0068,Wealth Accumulation,Medium
2017-02-05,46.0,0.0,4370.8,0.0052,Wealth Accumulation,Medium
2017-02-06,48.32,0.0,4379.98,0.0021,Wealth Accumulation,Medium
2017-02-07,44.17,0.0,4417.21,0.0085,Wealth Accumulation,Medium
2017-02-08,59.59,7.99,4425.2,0.0,Wealth Accumulation,Medium
2017-02-09,53.66,0.0,4422.55,-0.0006,Wealth Accumulation,Medium
2017-02-10,55.37,7.14,4465.51,0.0081,Wealth Accumulation,Medium
2017-02-11,57.57,0.0,4496.77,0.007,Wealth Accumulation,Medium
2017-02-12,51.76,0.0,4508.91,0.0027,Wealth Accumulation,Medium
2017-02-13,43.53,0.0,4495.38,-0.003,Wealth Accumulation,Medium
2017-02-14,52.54,6.94,4494.23,-0.0018,Wealth Accumulation,Medium
2017-02-15,53.54,0.0,4515.8,0.0048,Wealth Accumulation,Medium
2017-02-16,56.71,9.18,4528.59,0.0008,Wealth Accumulation,Medium
2017-02-17,50.44,0.0,4562.56,0.0075,Wealth Accumulation,Medium
2017-02-18,44.36,9.43,4613.96,0.0092,Wealth Accumulation,Medium
2017-02-19,47.49,0.0,4646.72,0.0071,Wealth Accumulation,Medium
2017-02-20,49.08,0.0,4649.98,0.0007,Wealth Accumulation,Medium
2017-02-21,54.74,0.0,4681.6,0.0068,Wealth Accumulation,Medium
2017-02-22,53.24,0.0,4683.0,0.0003,Wealth Accumulation,Medium
2017-02-23,48.94,9.28,4680.57,-0.0025,Wealth Accumulation,Medium
2017-02-24,61.56,7.59,4667.1,-0.0045,Wealth Accumulation,Medium
2017-02-25,53.94,0.0,4670.83,0.0008,Wealth Accumulation,Medium
2017-02-26,46.58,0.0,4711.0,0.0086,Wealth Accumulation,Medium
2017-02-27,43.87,9.58,4713.99,-0.0014,Wealth Accumulation,Medium
2017-02-28,44.89,0.0,4705.03,-0.0019,Wealth Accumulation,Medium
2017-03-01,46.76,0.0,4749.73,0.0095,Wealth Accumulation,Medium
2017-03-02,45.06,9.07,4736.95,-0.0046,Wealth Accumulation,Medium
2017-03-03,45.58,6.8,4775.96,0.0068,Wealth Accumulation,Medium
2017-03-04,47.55,8.02,4783.03,-0.0002,Wealth Accumulation,Medium
2017-03-05,45.32,0.0,4761.98,-0.0044,Wealth Accumulation,Medium
2017-03-06,59.79,0.0,4803.89,0.0088,Wealth Accumulation,Medium
2017-03-07,43.46,0.0,4789.96,-0.0029,Wealth Accumulation,Medium
2017-03-08,52.35,0.0,4805.76,0.0033,Wealth Accumulation,Medium
2017-03-09,50.07,8.27,4809.71,-0.0009,Wealth Accumulation,Medium
2017-03-10,61.51,0.0,4790.47,-0.004,Wealth Accumulation,Medium
2017-03-11,44.11,0.0,4769.87,-0.0043,Wealth Accumulation,Medium
2017-03-12,49.83,6.74,4760.87,-0.0033,Wealth Accumulation,Medium
2017-03-13,61.26,0.0,4742.3,-0.0039,Wealth Accumulation,Medium
2017-03-14,59.19,0.0,4772.65,0.0064,Wealth Accumulation,Medium
2017-03-15,58.22,0.0,4783.63,0.0023,Wealth Accumulation,Medium
2017-03-16,47.04,0.0,4784.11,0.0001,Wealth Accumulation,Medium
2017-03-17,45.3,7.11,4797.44,0.0013,Wealth Accumulation,Medium
2017-03-18,55.26,8.13,4848.26,0.0089,Wealth Accumulation,Medium
2017-03-19,60.48,0.0,4890.44,0.0087,Wealth Accumulation,Medium
2017-03-20,53.03,7.94,4926.26,0.0057,Wealth Accumulation,Medium
2017-03-21,53.33,0.0,4967.15,0.0083,Wealth Accumulation,Medium
2017-03-22,47.5,0.0,4966.15,-0.0002,Wealth Accumulation,Medium
2017-03-23,57.29,0.0,4969.63,0.0007,Wealth Accumulation,Medium
2017-03-24,45.65,0.0,4990.5,0.0042,Wealth Accumulation,Medium
2017-03-25,48.38,0.0,5012.46,0.0044,Wealth Accumulation,Medium
2017-03-26,50.42,0.0,5023.49,0.0022,Wealth Accumulation,Medium
2017-03-27,52.07,0.0,5028.51,0.001,Wealth Accumulation,Medium
2017-03-28,46.76,9.4,5087.19,0.0098,Wealth Accumulation,Medium
2017-03-29,44.22,9.42,5133.75,0.0073,Wealth Accumulation,Medium
2017-03-30,54.13,0.0,5141.45,0.0015,Wealth Accumulation,Medium
2017-03-31,47.7,7.84,5179.62,0.0059,Wealth Accumulation,Medium
2017-04-01,53.55,9.33,5183.77,-0.001,Wealth Accumulation,Medium
2017-04-02,45.02,8.52,5174.15,-0.0035,Wealth Accumulation,Medium
2017-04-03,51.56,0.0,5175.7,0.0003,Wealth Accumulation,Medium
2017-04-04,52.59,0.0,5180.88,0.001,Wealth Accumulation,Medium
2017-04-05,42.97,9.28,5165.29,-0.0048,Wealth Accumulation,Medium
2017-04-06,48.67,0.0,5202.48,0.0072,Wealth Accumulation,Medium
2017-04-07,44.63,0.0,5204.56,0.0004,Wealth Accumulation,Medium
